location_no;location;municipality;province;region;country
2321;Metslawier;Oostdongeradeel;Friesland;;Nederland
2322;Mettingen;;;;Duitsland
2325;Middelaar;Mook en Middelaar;Limburg;;Nederland
2327;Middelburg;;;;België
2330;Middelburg;Middelburg (Ze);Zeeland;;Nederland
2331;Middelharnis;Middelharnis;Zuid-Holland;;Nederland
2333;Middelstum;Middelstum;Groningen;;Nederland
2337;Middenschouwen;Middenschouwen;Zeeland;;Nederland
2339;Midlum;Franekeradeel;Friesland;;Nederland
2340;Midsland;Terschelling;Friesland;;Nederland
2341;Midwolda;Midwolda;Groningen;;Nederland
2343;Midwoud;Midwoud;Noord-Holland;;Nederland
2345;Mierlo;Mierlo;Noord-Brabant;;Nederland
2346;Mijdrecht;Mijdrecht;Utrecht;;Nederland
2347;Mijnsheerenland;Mijnsheerenland;Zuid-Holland;;Nederland
2350;Mill;Mill en Sint Hubert;Noord-Brabant;;Nederland
2351;Mill en Sint Hubert;Mill en Sint Hubert;Noord-Brabant;;Nederland
2362;Minnertsga;Barradeel;Friesland;;Nederland
2364;Mirns en Bakhuizen;Gaasterland;Friesland;;Nederland
2368;Moerbeke;;;;België
2369;Moerdijk;Hooge en Lage Zwaluwe;Noord-Brabant;;Nederland
2371;Moergestel;Moergestel;Noord-Brabant;;Nederland
2373;Moerkapelle;Moerkapelle;Zuid-Holland;;Nederland
2374;Moerkerke;;;;België
2375;Moers;;;;Duitsland
2376;Mol;;;;België
2377;Molenaarsgraaf;Molenaarsgraaf;Zuid-Holland;;Nederland
2383;Molkwerum;Hemelumer Oldeferd;Friesland;;Nederland
2387;Monnickendam;Monnickendam;Noord-Holland;;Nederland
2389;Monster;Monster;Zuid-Holland;;Nederland
2390;Montataire;;;;Frankrijk
2393;Montfoort;Montfoort;Utrecht;;Nederland
2394;Montfort;Montfort;Limburg;;Nederland
2399;Mook;Mook en Middelaar;Limburg;;Nederland
2401;Moordrecht;Moordrecht;Zuid-Holland;;Nederland
2406;Mortsel;;;;België
2408;Mühlheim;;;;Duitsland
2410;Mühlheim an der Ruhr;;;;Duitsland
2411;Muiden;Muiden;Noord-Holland;;Nederland
2412;Muiderberg;Muiden;Noord-Holland;;Nederland
2413;München;;;;Duitsland
2414;Munnekeburen;Weststellingwerf;Friesland;;Nederland
2417;Münster;;;;Duitsland
2418;Munstergeleen;Munstergeleen;Limburg;;Nederland
2419;Muntendam;Muntendam;Groningen;;Nederland
2420;Muntok;;;Banka;N.O. Indië
2424;Naaldwijk;Naaldwijk;Zuid-Holland;;Nederland
2425;Naarden;Naarden;Noord-Holland;;Nederland
2426;Namen;;;;België
2430;Nederhemert;Nederhemert;Gelderland;;Nederland
2431;Nederhorst den Berg;Nederhorst den Berg;Noord-Holland;;Nederland
2434;Nederweert;Nederweert;Limburg;;Nederland
2436;Neede;Neede;Gelderland;;Nederland
2437;Neer;Neer;Limburg;;Nederland
2438;Neerbosch;Nijmegen;Gelderland;;Nederland
2440;Neeritter;Neeritter;Limburg;;Nederland
2443;Neerpelt;;;;België
2447;Nes;Westdongeradeel;Friesland;;Nederland
2453;Neuendorf;;;;Duitsland
2454;Neuengamme;;;Hamburg;Duitsland
2455;Neuenhaus;;;;Duitsland
2457;Neuenkirchen;;;;Duitsland
2459;Neukirchen;;;;Duitsland
2461;Neuss;;;;Duitsland
2463;Neustadt;;;;Duitsland
2468;New York;;;;Verenigde Staten
2473;Nibbixwoud;Nibbixwoud;Noord-Holland;;Nederland
2474;Nice;;;;Frankrijk
2475;Niebert;Marum;Groningen;;Nederland
2477;Niekerk;Oldekerk;Groningen;;Nederland
2482;Nieuw- en Sint Joosland;Nieuw- en Sint Joosland;Zeeland;;Nederland
2484;Nieuwaal;Gameren;Gelderland;;Nederland
2486;Nieuw-Beijerland;Nieuw-Beijerland;Zuid-Holland;;Nederland
2490;Nieuwe Niedorp;Nieuwe Niedorp;Noord-Holland;;Nederland
2491;Nieuwe Pekela;Nieuwe Pekela;Groningen;;Nederland
2492;Nieuwe Tonge;Nieuwe Tonge;Zuid-Holland;;Nederland
2495;Nieuwediep;Gieten;Drenthe;;Nederland
2497;Nieuwehaske;Haskerland;Friesland;;Nederland
2499;Nieuwehorne;Schoterland;Friesland;;Nederland
2500;Nieuwendam;Nieuwendam;Noord-Holland;;Nederland
2502;Nieuwenhagen;Nieuwenhagen;Limburg;;Nederland
2503;Nieuwenhoorn;Nieuwenhoorn;Zuid-Holland;;Nederland
2504;Nieuwer Ter Aa;Ruwiel;Utrecht;;Nederland
2506;Nieuwer-Amstel;Nieuwer-Amstel;Noord-Holland;;Nederland
2507;Nieuwerkerk (Duiveland);Nieuwerkerk (Duiveland);Zeeland;;Nederland
2509;Nieuwerkerk aan den IJssel;Nieuwerkerk aan den IJssel;Zuid-Holland;;Nederland
2511;Nieuweschans;Nieuweschans;Groningen;;Nederland
2516;Nieuw-Helvoet;Nieuw-Helvoet;Zuid-Holland;;Nederland
2517;Nieuwkoop;Nieuwkoop;Zuid-Holland;;Nederland
2518;Nieuwkuijk;Nieuwkuijk;Noord-Brabant;;Nederland
2519;Nieuwland;Nieuwland (ZH);Zuid-Holland;;Nederland
2521;Nieuw-Lekkerland;Nieuw-Lekkerland;Zuid-Holland;;Nederland
2522;Nieuwleusen;Nieuwleusen;Overijssel;;Nederland
2523;Nieuw-Loosdrecht;Loosdrecht;Utrecht;;Nederland
2525;Nieuwolda;Nieuwolda;Groningen;;Nederland
2529;Nieuwstadt;Nieuwstadt;Limburg;;Nederland
2530;Nieuwveen;Nieuwveen;Zuid-Holland;;Nederland
2533;Nieuwvliet;Nieuwvliet;Zeeland;;Nederland
2534;Nieuw-Vossemeer;Nieuw-Vossemeer;Noord-Brabant;;Nederland
2536;Nigtevecht;Nigtevecht;Utrecht;;Nederland
2542;Nijega;Smallingerland;Friesland;;Nederland
2543;Nijehaske;Haskerland;Friesland;;Nederland
2547;Nijemirdum;Gaasterland;Friesland;;Nederland
2550;Nijeveen;Nijeveen;Drenthe;;Nederland
2553;Nijkerk;Nijkerk;Gelderland;;Nederland
2557;Nijmegen;Nijmegen;Gelderland;;Nederland
2559;Nispen;Roosendaal en Nispen;Noord-Brabant;;Nederland
2560;Nisse;Nisse;Zeeland;;Nederland
2561;Nistelrode;Nistelrode;Noord-Brabant;;Nederland
2565;Noord-Beveland;Noord-Beveland;Zeeland;;Nederland
2566;Noordbroek;Noordbroek;Groningen;;Nederland
2568;Noorddijk;Noorddijk;Groningen;;Nederland
2569;Noordeloos;Noordeloos;Zuid-Holland;;Nederland
2573;Noordgouwe;Noordgouwe;Zeeland;;Nederland
2574;Noordhorn;Zuidhorn;Groningen;;Nederland
2577;Noordoostpolder;Noordoostpolder;Overijssel;;Nederland
2580;Noord-Scharwoude;Noord-Scharwoude;Noord-Holland;;Nederland
2582;Noord-Waddinxveen;Noord-Waddinxveen;Zuid-Holland;;Nederland
2583;Noordwelle;Noordwelle;Zeeland;;Nederland
2584;Noordwijk;Noordwijk;Zuid-Holland;;Nederland
2585;Noordwijk aan Zee;Noordwijk;Zuid-Holland;;Nederland
2586;Noordwijk-Binnen;Noordwijk;Zuid-Holland;;Nederland
2587;Noordwijkerhout;Noordwijkerhout;Zuid-Holland;;Nederland
2589;Noordwolde;Weststellingwerf;Friesland;;Nederland
2590;Nootdorp;Nootdorp;Zuid-Holland;;Nederland
2591;Nordhorn;;;;Duitsland
2593;Norg;Norg;Drenthe;;Nederland
2594;Nuenen;Nuenen, Gerwen en Nederwetten;Noord-Brabant;;Nederland
2598;Nuland;Nuland;Noord-Brabant;;Nederland
2599;Numansdorp;Numansdorp;Zuid-Holland;;Nederland
2601;Nunspeet;Ermelo;Gelderland;;Nederland
2604;Nuth;Nuth;Limburg;;Nederland
2606;Obbicht en Papenhoven;Obbicht en Papenhoven;Limburg;;Nederland
2607;Obdam;Obdam;Noord-Holland;;Nederland
2608;Oberhausen;;;;Duitsland
2611;Ochten;Echteld;Gelderland;;Nederland
2613;Ochtrup;;;;Duitsland
2616;Odoorn;Odoorn;Drenthe;;Nederland
2620;Oeffelt;Oeffelt;Noord-Brabant;;Nederland
2621;Oegstgeest;Oegstgeest;Zuid-Holland;;Nederland
2625;Oostburg;Oostburg;Zeeland;;Nederland
2627;Offenbach;;;;Duitsland
2629;Ohé en Laak;Ohé en Laak;Limburg;;Nederland
2630;Oijen;Oijen en Teeffelen;Noord-Brabant;;Nederland
2631;Oijen en Teeffelen;Oijen en Teeffelen;Noord-Brabant;;Nederland
2632;Oirsbeek;Oirsbeek;Limburg;;Nederland
2633;Oirschot;Oirschot;Noord-Brabant;;Nederland
2634;Oisterwijk;Oisterwijk;Noord-Brabant;;Nederland
2635;Oldeberkoop;Ooststellingwerf;Friesland;;Nederland
2636;Oldeboorn;Utingeradeel;Friesland;;Nederland
2637;Oldebroek;Oldebroek;Gelderland;;Nederland
2639;Oldeholtpade;Weststellingwerf;Friesland;;Nederland
2641;Oldehove;Oldehove;Groningen;;Nederland
2642;Oldekerk;Oldekerk;Groningen;;Nederland
2645;Oldemarkt;Oldemarkt;Overijssel;;Nederland
2647;Oldenburg;;;;Duitsland
2650;Oldenzaal;Oldenzaal;Overijssel;;Nederland
2651;Oldeouwer;Doniawerstal;Friesland;;Nederland
2655;Olst;Olst;Overijssel;;Nederland
2657;Ommen;Ommen;Overijssel;;Nederland
2658;Ommen Ambt;Ommen Ambt;Overijssel;;Nederland
2659;Ommen Stad;Ommen Stad;Overijssel;;Nederland
2660;Ommeren;Lienden;Gelderland;;Nederland
2662;Ommerschans;Ommen;Overijssel;;Nederland
2664;Unknown;;;;Afrika
2681;Unknown;;;;Denemarken
2684;Unknown;;;;Finland
2688;Unknown;;;;Ierland
2696;Unknown;;;;Luxemburg
2707;Unknown;;;;Noorwegen
2717;Unknown;;;;Rusland
2758;Unknown;;;Goeree-Overflakkee;Nederland
2761;Unknown;;;Hannover;Duitsland
2764;Unknown;;;Indiana;Verenigde Staten
2767;Semarang;;;Java;Indonesië
2770;Unknown;;;Kaap de Goede Hoop;Zuid-Afrika
2820;Unknown;;;Vlaanderen;België
2822;Unknown;;;Westfalen;Duitsland
2836;Onrust;;;;N.O. Indië
2837;Onstwedde;Onstwedde;Groningen;;Nederland
2840;Onwaard;Onwaard;Zuid-Holland;;Nederland
2843;Ooltgensplaat;Ooltgensplaat;Zuid-Holland;;Nederland
2844;Oost- en West-Barendrecht;Oost- en West-Barendrecht;Zuid-Holland;;Nederland
2845;Oost- en West-Souburg;Oost- en West-Souburg;Zeeland;;Nederland
2846;Oost- West- en Middelbeers;Oost- West- en Middelbeers;Noord-Brabant;;Nederland
2847;Oostakker;;;;België
2849;Oostburg;Oostburg;Zeeland;;Nederland
2850;Oostdongeradeel;Oostdongeradeel;Friesland;;Nederland
2853;Oosterbeek;Renkum;Gelderland;;Nederland
2854;Oosterbierum;Barradeel;Friesland;;Nederland
2855;Oosterblokker;Blokker;Noord-Holland;;Nederland
2859;Oosterhesselen;Oosterhesselen;Drenthe;;Nederland
2860;Oosterhout;Oosterhout;Noord-Brabant;;Nederland
2862;Oosterland;Oosterland;Zeeland;;Nederland
2864;Oostermeer;Tietjerksteradeel;Friesland;;Nederland
2870;Oosterzee;Lemsterland;Friesland;;Nederland
2873;Oosthuizen;Oosthuizen;Noord-Holland;;Nederland
2874;Oostkapelle;Oostkapelle;Zeeland;;Nederland
2875;Oostrum;Oostdongeradeel;Friesland;;Nederland
2876;Oost-Souburg;Oost-Souburg;Zeeland;;Nederland
2877;Ooststellingwerf;Ooststellingwerf;Friesland;;Nederland
2878;Oostvoorne;Oostvoorne;Zuid-Holland;;Nederland
2879;Oostwold;Midwolda;Groningen;;Nederland
2881;Oostzaan;Oostzaan;Noord-Holland;;Nederland
2882;Ootmarsum;Ootmarsum;Overijssel;;Nederland
2883;Opeinde;Smallingerland;Friesland;;Nederland
2885;Ophemert;Ophemert;Gelderland;;Nederland
2886;Opheusden;Kesteren;Gelderland;;Nederland
2889;Oploo;Oploo, Sint Anthonis en Ledeacker;Noord-Brabant;;Nederland
2890;Oploo, Sint Anthonis en Ledeacker;Oploo, Sint Anthonis en Ledeacker;Noord-Brabant;;Nederland
2891;Opmeer;Opmeer;Noord-Holland;;Nederland
2893;Opperdoes;Opperdoes;Noord-Holland;;Nederland
2894;Opsterland;Opsterland;Friesland;;Nederland
2900;Orleans;;;;Frankrijk
2906;Osnabruck;;;;Duitsland
2908;Oss;Oss;Noord-Brabant;;Nederland
2909;Ossendrecht;Ossendrecht;Noord-Brabant;;Nederland
2910;Ossenisse;Ossenisse;Zeeland;;Nederland
2913;Ostende;;;;België
2914;Osterfeld;;;;Duitsland
2919;Ottersum;Ottersum;Limburg;;Nederland
2920;Ottoland;Ottoland;Zuid-Holland;;Nederland
2921;Oud- en Nieuw-Gastel;Oud- en Nieuw-Gastel;Noord-Brabant;;Nederland
2922;Oud- en Nieuw-Mathenesse;Oud- en Nieuw-Mathenesse;Zuid-Holland;;Nederland
2924;Oud-Alblas;Oud-Alblas;Zuid-Holland;;Nederland
2925;Oud-Beijerland;Oud-Beijerland;Zuid-Holland;;Nederland
2927;Ouddorp;Ouddorp (ZH);Zuid-Holland;;Nederland
2929;Oude Niedorp;Oude Niedorp;Noord-Holland;;Nederland
2930;Oude Pekela;Oude Pekela;Groningen;;Nederland
2931;Oude Wetering;Alkemade;Zuid-Holland;;Nederland
2936;Oudega;Wymbritseradeel;Friesland;;Nederland
2940;Oudelande;Oudelande;Zeeland;;Nederland
2942;Oudemirdum;Gaasterland;Friesland;;Nederland
2944;Oudenbosch;Oudenbosch;Noord-Brabant;;Nederland
2945;Oudendijk;Oudendijk;Noord-Holland;;Nederland
2946;Oudenhoorn;Oudenhoorn;Zuid-Holland;;Nederland
2947;Oudenrijn;Oudenrijn;Utrecht;;Nederland
2948;Ouder-Amstel;Ouder-Amstel;Noord-Holland;;Nederland
2949;Ouderkerk;Ouderkerk;Zuid-Holland;;Nederland
2950;Ouderkerk aan de Amstel;Ouder-Amstel;Noord-Holland;;Nederland
2951;Ouderkerk aan den Ijssel;Ouderkerk aan den IJssel;Zuid-Holland;;Nederland
2955;Oudeschoot;Schoterland;Friesland;;Nederland
2956;Oude-Tonge;Oude-Tonge;Zuid-Holland;;Nederland
2957;Oudewaard;Kesteren;Gelderland;;Nederland
2958;Oudewater;Oudewater;Utrecht;;Nederland
2959;Oud-Gastel;Oud- en Nieuw-Gastel;Noord-Brabant;;Nederland
2960;Oudheusden;Oudheusden;Noord-Brabant;;Nederland
2962;Oudkarspel;Oudkarspel;Noord-Holland;;Nederland
2963;Oudkerk;Tietjerksteradeel;Friesland;;Nederland
2966;Oudorp;Oudorp (NH);Noord-Holland;;Nederland
2970;Oudshoorn;Oudshoorn;Zuid-Holland;;Nederland
2971;Oud-Valkenburg;Oud-Valkenburg;Limburg;;Nederland
2973;Oud-Vossemeer;Oud-Vossemeer;Zeeland;;Nederland
2974;Oud-Vroenhoven;Oud-Vroenhoven;Limburg;;Nederland
2976;Oud-Wulven;Oud-Wulven;Utrecht;;Nederland
2978;Ouwerkerk;Ouwerkerk (Ze);Zeeland;;Nederland
2980;Overasselt;Overasselt;Gelderland;;Nederland
2983;Overloon;Boxmeer;Noord-Brabant;;Nederland
2984;Overschie;Overschie;Zuid-Holland;;Nederland
2988;Ovezande;Ovezande;Zeeland;;Nederland
2989;Paarl;;;;Zuid-Afrika
2991;Padang;;;;N.O. Indië
2992;Paderborn;;;;Duitsland
2995;Palembang;;;;N.O. Indië
2998;Pannerden;Pannerden;Gelderland;;Nederland
3000;Papekop;Papekop;Zuid-Holland;;Nederland
3001;Papenburg;;;;Duitsland
3002;Papenburg;;;;Pruissen
3003;Papendrecht;Papendrecht;Zuid-Holland;;Nederland
3005;Paramaribo;;;Suriname;N.W. Indië
3006;Paris;;;;Frankrijk
3011;Paterson;;;New Jersey;Verenigde Staten
3014;Peize;Peize;Drenthe;;Nederland
3015;Pekalongan;;;;N.O. Indië
3016;Pekela;Pekela;Groningen;;Nederland
3017;Peperga;Weststellingwerf;Friesland;;Nederland
3019;Pernis;Pernis;Zuid-Holland;;Nederland
3022;Petten;Petten;Noord-Holland;;Nederland
3024;Pfalzdorf;;;;Duitsland
3026;Pforzheim;;;;Duitsland
3027;Philadelphia;;;;Verenigde Staten
3028;Philippine;Philippine;Zeeland;;Nederland
3029;Piaam;Wonseradeel;Friesland;;Nederland
3030;Piershil;Piershil;Zuid-Holland;;Nederland
3031;Pieterburen;Eenrum;Groningen;;Nederland
3034;Pijnacker;Pijnacker;Zuid-Holland;;Nederland
3035;Pingjum;Wonseradeel;Friesland;;Nederland
3038;Poederoijen;Poederoijen;Gelderland;;Nederland
3042;Polsbroek;Polsbroek;Utrecht;;Nederland
3043;Pontianak;;;;N.O. Indië
3044;Poortugaal;Poortugaal;Zuid-Holland;;Nederland
3045;Poortvliet;Poortvliet;Zeeland;;Nederland
3046;Poppel;;;;België
3048;Poppingawier;Rauwerderhem;Friesland;;Nederland
3054;Ressen;Bemmel;Gelderland;;Nederland
3055;Posterholt;Posterholt;Limburg;;Nederland
3057;Praha;;;;Oostenrijk-Hongarije
3061;Pretoria;;;Transvaal;Zuid-Afrika
3063;Princenhage;Princenhage;Noord-Brabant;;Nederland
3066;Probolingo;;;Java;N.O. Indië
3067;Puiflijk;Druten;Gelderland;;Nederland
3068;Purmerend;Purmerend;Noord-Holland;;Nederland
3070;Putte;Putte;Noord-Brabant;;Nederland
3071;Putten;Putten;Gelderland;;Nederland
3072;Puttershoek;Puttershoek;Zuid-Holland;;Nederland
3074;Raalte;Raalte;Overijssel;;Nederland
3075;Raamsdonk;Raamsdonk;Noord-Brabant;;Nederland
3076;Raamsdonksveer;Raamsdonk;Noord-Brabant;;Nederland
3079;Ramscapelle;;;;België
3081;Randwijk;Heteren;Gelderland;;Nederland
3083;Ranschbach;;;;Duitsland
3084;Ransdorp;Amsterdam;Noord-Holland;;Nederland
3085;Rheden;Rheden;Gelderland;;Nederland
3086;Ratingen;;;;Duitsland
3089;Rauwerderhem;Rauwerderhem;Friesland;;Nederland
3090;Ravenstein;Ravenstein;Noord-Brabant;;Nederland
3094;Recklinghausen;;;Westfalen;Duitsland
3096;Rees;;;;Duitsland
3098;Reeuwijk;Reeuwijk;Zuid-Holland;;Nederland
3099;Regensburg;;;;Duitsland
3100;Reimerswaal;Reimerswaal;Zeeland;;Nederland
3101;Reitsum;Ferwerderadeel;Friesland;;Nederland
3102;Rekken;Eibergen;Gelderland;;Nederland
3103;Renesse;Renesse;Zeeland;;Nederland
3104;Renkum;Renkum;Gelderland;;Nederland
3105;Renswoude;Renswoude;Utrecht;;Nederland
3107;Retranchement;Retranchement;Zeeland;;Nederland
3109;Reusel;Reusel;Noord-Brabant;;Nederland
3111;Rheden;Rheden;Gelderland;;Nederland
3113;Rheine;;;;Duitsland
3116;Rhenen;Rhenen;Utrecht;;Nederland
3117;Rheydt;;;;Duitsland
3119;Rhoon;Rhoon;Zuid-Holland;;Nederland
3122;Ridderkerk;Ridderkerk;Zuid-Holland;;Nederland
3123;Ried;Franekeradeel;Friesland;;Nederland
3133;Rijnsaterwoude;Rijnsaterwoude;Zuid-Holland;;Nederland
3134;Rijnsburg;Rijnsburg;Zuid-Holland;;Nederland
3136;Rijperkerk;Tietjerksteradeel;Friesland;;Nederland
3139;Rijsbergen;Rijsbergen;Noord-Brabant;;Nederland
3140;Rijsenburg;Rijsenburg;Utrecht;;Nederland
3141;Rijsoord;Ridderkerk;Zuid-Holland;;Nederland
3143;Rijssel;;;;Frankrijk
3144;Rijssen;Rijssen;Overijssel;;Nederland
3146;Rijswijk;Rijswijk (ZH);Zuid-Holland;;Nederland
3147;Rijswijk;Maurik;Gelderland;;Nederland
3148;Rijswijk;Rijswijk (NB);Noord-Brabant;;Nederland
3149;Rijswijk;Rijswijk (ZH);Zuid-Holland;;Nederland
3150;Rilland;Rilland;Zeeland;;Nederland
3151;Rilland en Maire;Rilland;Zeeland;;Nederland
3152;Rilland-Bath;Rilland-Bath;Zeeland;;Nederland
3154;Rinsumageest;Dantumadeel;Friesland;;Nederland
3155;Rio de Janeiro;;;;Brazilië
3157;Ritthem;Ritthem;Zeeland;;Nederland
3158;Rochefort;;;;Frankrijk
3159;Rochester;;;;Verenigde Staten
3160;Rockanje;Rockanje;Zuid-Holland;;Nederland
3161;Roden;Roden;Drenthe;;Nederland
3165;Roermond;Roermond;Limburg;;Nederland
3166;Roggel;Roggel;Limburg;;Nederland
3169;Rolde;Rolde;Drenthe;;Nederland
3171;Roma;;;;Italië
3172;Roodeschool;Uithuizermeeden;Groningen;;Nederland
3175;Roordahuizum;Idaarderadeel;Friesland;;Nederland
3176;Roosendaal;Roosendaal en Nispen;Noord-Brabant;;Nederland
3177;Roosendaal en Nispen;Roosendaal en Nispen;Noord-Brabant;;Nederland
3178;Roosteren;Roosteren;Limburg;;Nederland
3180;Rosmalen;Rosmalen;Noord-Brabant;;Nederland
3183;Rotsterhaule;Schoterland;Friesland;;Nederland
3184;Rotterdam;Rotterdam;Zuid-Holland;;Nederland
3190;Roubaix;;;;Frankrijk
3191;Rouen;;;;Frankrijk
3193;Roxenisse;Roxenisse;Zuid-Holland;;Nederland
3195;Rozendaal;Rozendaal (Ge);Gelderland;;Nederland
3196;Rucphen;Rucphen;Noord-Brabant;;Nederland
3197;Rudesheim;;;;Duitsland
3198;Ruhrort;;;;Duitsland
3199;Ruhrort;;;;Pruissen
3203;Ruinen;Ruinen;Drenthe;;Nederland
3204;Ruinerwold;Ruinerwold;Drenthe;;Nederland
3207;Rumpt;Deil;Gelderland;;Nederland
3208;Rupelmonde;;;;België
3215;Ruurlo;Ruurlo;Gelderland;;Nederland
3216;Ruwiel;Ruwiel;Utrecht;;Nederland
3224;Saint Quentin;;;;Frankrijk
3225;Salatiga;;;;N.O. Indië
3227;Salzbergen;;;;Duitsland
3228;Salzburg;;;;Oostenrijk
3230;Sambeek;Sambeek;Noord-Brabant;;Nederland
3231;San Francisco;;;;Verenigde Staten
3239;Sappemeer;Sappemeer;Groningen;;Nederland
3240;Sas van Gent;Sas van Gent;Zeeland;;Nederland
3241;Sassenheim;Sassenheim;Zuid-Holland;;Nederland
3245;Schaarbeek;;;Brussel;België
3247;Schaesberg;Schaesberg;Limburg;;Nederland
3249;Schagen;Schagen;Noord-Holland;;Nederland
3251;Schaijk;Schaijk;Noord-Brabant;;Nederland
3253;Schalke;;;;Duitsland
3255;Schalkwijk;Schalkwijk;Utrecht;;Nederland
3263;Scheemda;Scheemda;Groningen;;Nederland
3265;Schoten;Schoten;Noord-Holland;;Nederland
3267;Schelluinen;Schelluinen;Zuid-Holland;;Nederland
3268;Schermer;Schermer;Noord-Holland;;Nederland
3269;Schermerhorn;Schermerhorn;Noord-Holland;;Nederland
3270;Scherpenisse;Scherpenisse;Zeeland;;Nederland
3271;Scherpenzeel;Scherpenzeel;Gelderland;;Nederland
3274;Scheveningen;Gravenhage 's-;Zuid-Holland;;Nederland
3275;Schiebroek;Schiebroek;Zuid-Holland;;Nederland
3276;Schiedam;Schiedam;Zuid-Holland;;Nederland
3277;Schiermonnikoog;Schiermonnikoog;Friesland;;Nederland
3278;Schijndel;Schijndel;Noord-Brabant;;Nederland
3281;Schin op Geul;Schin op Geul;Limburg;;Nederland
3283;Schinnen;Schinnen;Limburg;;Nederland
3284;Schinveld;Schinveld;Limburg;;Nederland
3285;Schipluiden;Schipluiden;Zuid-Holland;;Nederland
3290;Schönlanke;;;;Duitsland
3291;Schoondijke;Schoondijke;Zeeland;;Nederland
3292;Schoonebeek;Schoonebeek;Drenthe;;Nederland
3293;Schoonhoven;Schoonhoven;Zuid-Holland;;Nederland
3295;Schoonrewoerd;Schoonrewoerd;Zuid-Holland;;Nederland
3296;Schoorl;Schoorl;Noord-Holland;;Nederland
3297;Schore;Schore;Zeeland;;Nederland
3300;Schoterland;Schoterland;Friesland;;Nederland
3305;Schuddebeurs en Simonshaven;Schuddebeurs en Simonshaven;Zuid-Holland;;Nederland
3307;Schwerin;;;;Duitsland
3308;Schwerte;;;;Duitsland
3313;Semarang;;;Java;N.O. Indië
3314;Seraing;;;;België
3316;Serooskerke;Serooskerke (Walcheren);Zeeland;;Nederland
3318;Serooskerke (Schouwen);Serooskerke (Schouwen);Zeeland;;Nederland
3320;Serooskerke (Walcheren);Serooskerke (Walcheren);Zeeland;;Nederland
3321;Sevenum;Sevenum;Limburg;;Nederland
3322;Sexbierum;Barradeel;Friesland;;Nederland
3323;Shanghai;;;;China
3324;Sheboygan;;;Wisconsin;Verenigde Staten
3326;Siddeburen;Slochteren;Groningen;;Nederland
3328;Siegburg;;;;Duitsland
3331;Sijbekarspel;Sijbekarspel;Noord-Holland;;Nederland
3332;Sijbrandaburen;Rauwerderhem;Friesland;;Nederland
3335;Simpelveld;Simpelveld;Limburg;;Nederland
3338;Singapore;;;;Brits-Indië
3340;Sint Amandsberg;;;;België
3342;Sint Anna ter Muiden;Sint Anna ter Muiden;Zeeland;;Nederland
3344;Sint Annaland;Sint Annaland;Zeeland;;Nederland
3346;Sint Annaparochie;Het Bildt;Friesland;;Nederland
3347;Sint Annen;Ten Boer;Groningen;;Nederland
3348;Sint Anthoniepolder;Sint Anthoniepolder;Zuid-Holland;;Nederland
3349;Sint Anthonis;Sint Anthonis;Noord-Brabant;;Nederland
3350;Sint Geertruid;Sint Geertruid;Limburg;;Nederland
3352;Sint Hubert;Mill en Sint Hubert;Noord-Brabant;;Nederland
3353;Sint Jacobiparochie;Het Bildt;Friesland;;Nederland
3354;Sint Jans Molenbeek;;;;België
3355;Sint Jansteen;Sint Jansteen;Zeeland;;Nederland
3357;Sint Johannesga;Schoterland;Friesland;;Nederland
3359;Sint Joost ten Node;;;Brussel;België
3360;Sint Kruis;Sint Kruis;Zeeland;;Nederland
3361;Sint Laureins;;;;België
3362;Sint Laurens;Sint Laurens;Zeeland;;Nederland
3363;Sint Maarten;Sint Maarten;Noord-Holland;;Nederland
3364;Sint Maartensdijk;Sint Maartensdijk;Zeeland;;Nederland
3365;Sint Margriete;;;;België
3366;Sint Michielsgestel;Sint Michielsgestel;Noord-Brabant;;Nederland
3369;Saint-Nicolas;;;Liège;België
3370;Sint Odiliënberg;Sint Odiliënberg;Limburg;;Nederland
3371;Sint Oedenrode;Sint Oedenrode;Noord-Brabant;;Nederland
3372;Sint Pancras;Sint Pancras;Noord-Holland;;Nederland
3373;Sint Petersburg;;;;Rusland
3374;Sint Philipsland;Sint Philipsland;Zeeland;;Nederland
3375;Sint Pieter;Maastricht;Limburg;;Nederland
3376;Sirjansland;Oosterland;Zeeland;;Nederland
3377;Sittard;Sittard;Limburg;;Nederland
3382;Sleen;Sleen;Drenthe;;Nederland
3385;Slenaken;Slenaken;Limburg;;Nederland
3386;Sliedrecht;Sliedrecht;Zuid-Holland;;Nederland
3388;Slijk-Ewijk;Valburg;Gelderland;;Nederland
3389;Slikkerveer;Ridderkerk;Zuid-Holland;;Nederland
3390;Slochteren;Slochteren;Groningen;;Nederland
3394;Sloten;Sloten (FR);Friesland;;Nederland
3395;Sloten;Sloten (NH);Noord-Holland;;Nederland
3396;Sloterdijk;Sloten (NH);Noord-Holland;;Nederland
3397;Sluipwijk;Reeuwijk;Zuid-Holland;;Nederland
3398;Soest;Soest;Utrecht;;Nederland
3399;Sluis;Sluis;Zeeland;;Nederland
3401;Sluiskil;Terneuzen;Zeeland;;Nederland
3403;Smallingerland;Smallingerland;Friesland;;Nederland
3405;Smilde;Smilde;Drenthe;;Nederland
3407;Sneek;Sneek;Friesland;;Nederland
3408;Snelrewaard;Snelrewaard;Utrecht;;Nederland
3411;Soekaboemi;;;;N.O. Indië
3413;Soerabaja;;;;Indonesië
